Id,text,target
2657,このような中、独自の機構を搭載した新製品の投入や拡販活動に積極的に取り組み、売上高は627億2千7百万円（前期比0.6％増）、セグメント利益は43億6千2百万円（前期比3.1％増）となりました,1.0
1897,このような環境の下、当社グループでは自動車関連の売上はミッションやエンジン用部品が伸長し、電子情報通信関連はＨＤＤ用サスペンションの新モデルが大幅に増加しプリンター関連の販売不振を吸収しました,1.0
1366,輸入は、個人消費低迷の長期化が荷動きに影響したことに加え、医療機器関連品等の荷動きが期待に届かなかったこともあり、取扱件数は前期比1.4％減となりました,0.0
1463,販売費及び一般管理費が前年度に比べて増加しましたが、フェニテックセミコンダクター株式会社を連結に取り込んだことによる売上総利益の増加もあったことにより、営業利益は増加し12億51百万円（前年同期比9.8％増）、為替差損等の発生により経常利益は9億5百万円（前年同期比6.7％減）、親会社株主に帰属する当期純利益は29億30百万円（前年同期比404.9％増）となりました,1.0
2382,"ソニー損保の経常収益は、主力の自動車保険を中心に正味収入保険料が増加したことなどにより、1,023億円（前年度比5.6％増）となりました",1.0
385,当連結会計年度における我が国経済は、海外の景気回復と年後半の円安により、外需主導による緩やかな景気回復となりました,1.0
766,会計事務所向けの総合保守サービスであるTVS（トータル・バリューサービス）収入は、前年同期比1.4%増の18億77百万円となりました,1.0
1854,また市販出版物においては、『首都圏発　日帰り大人の小さな旅』等一部のヒット商品や『まっぷるマガジンmini版』出版による効果はあったものの、前連結会計年度にあったような新規シリーズやガイドシリーズの全面改訂等もなく、書店店頭での実売状況も好転しない中、売上高は大きく減少することとなりました,0.0
2092,通信設備の健全化工事、台風・豪雨災害の復旧工事、保守業務及び移動体の基地局建設工事等の受注は増加しましたが、光コラボレーションモデル等の需要変動による光開通工事、社会インフラ整備工事などの完成工事高が減少したことにより、受注高は394億１千６百万円（前期比2.8％増）、完成工事高は372億９千５百万円（前期比4.0％減）となりました,1.0
2593,欧州では、英国のＥＵ離脱問題の懸念がありますが、個人消費の好調は維持されました,1.0
1083,営業利益は、店舗網拡大に向けた人員補強により営業費用が増加したものの、不動産販売収入の増収などにより前期比2億16百万円増の34億49百万円となりました,0.0
2313,流通業におきましては、マダムジョイ店舗では直営部門は利用客、売上ともに増加したものの、軽油単価の下落による商事部門の売上高減少やテナント売上高減少の影響により、減収となりました,0.0
427,当業界におきましては、砂糖の国内消費が８年ぶりに前年比増加したものの、粗糖相場の上昇と円安の進行により原料コストが上昇しており、消費者の節約志向も勘案すると今後の国内消費の動向には引き続き留意すべき状況にあります,0.0
496,セグメント利益は、前連結会計年度に比べ４億84百万円増加し、15億０百万円となった,1.0
2806,セグメント利益は、防蟻・防水・断熱工事等の住宅関連事業において収益性が向上し、セグメント利益の向上に貢献はしたものの、上記売上高の減少を補うまでには至らず、645百万円と前年同期に比べ56百万円減少しました,0.0
1138,当連結会計年度におけるわが国経済は、雇用・所得環境の改善を背景として、個人消費に持ち直しの動きが見られるなど、緩やかな回復基調で推移しました,1.0
2326,当連結会計年度における世界経済は、米国新政権の政策運営、イギリスのEU離脱問題や欧州各国における政治情勢等、欧米においては不透明な状況が続く中、景気は総じて緩やかな回復基調となりました,1.0
113,債券市場では、低下が続いていた国内長期金利が平成28年７月以降上昇に転じ、同年11月の米国の大統領選挙の結果を受けて世界的に長期国債利回りが上昇した流れもあり、小幅ながらさらに上昇したものの、日銀の緩和的な金融政策により依然として低水準にとどまっています,1.0
1801,真空技術応用装置事業の業績につきましては、主にスマートフォンに搭載される電子部品、光学部品向けの製造装置の受注が好調に推移しました,1.0
290,当社グループを取り巻く環境につきましては、日本国内におきまして、新築住宅着工戸数は底堅く推移いたしました,1.0
2386,ネイル業界におきましては、市場は緩やかな拡大傾向を維持しているものの、ユーザーの低価格志向の高まりを背景に、業界全体で価格競争の様相を呈するなど、事業を取り巻く環境は依然として厳しい状況にあります,0.0
1108,営業利益は59.4％増の48億７千９百万円となりました,1.0
2743,しかしながら、営業利益は人件費等の上昇や50周年記念事業費の一時的な増加により、38億６千万円（前年同期比2.9％減）となりました,0.0
1086,リース業では、経常収益は前期比３億69百万円増加の95億94百万円、セグメント利益は前期比２億91百万円増加の７億69百万円となりました,1.0
996,情報記録用材については、パソコン・サーバー向け、並びにスマートフォン向けで大きく増収となり、剥離フィルムについても中国スマートフォン向けを中心に堅調に推移いたしました,1.0
1377,キャリア付極薄銅箔やプリント配線板用電解銅箔、スパッタリングターゲットの需要は堅調に推移しました,1.0
2411,"アジア地域においては、家電機器向け需要が低調となったことなどにより、売上高は41,776百万円と前期比10.2％の減収となりました",0.0
1300,"当期の航空事業における売上高は、事業規模を拡大した国際線において、旅客数が好調に推移したが、燃油市況の下落に伴う燃油特別付加運賃収入が減少した他、円高に伴う外貨建て収入の円換算額の減少があったこと等により、１兆5,363億円（前期比1.1％減）となった",0.0
1079,以上の結果、国内きのこ事業全体の売上高は422億96百万円（同3.1％増）となりました,1.0
616,当期利益にその他の包括利益を加減した当期包括利益は、前期に円高の進行によって為替換算差額が減少していた反動により、前期から123.9％増の368億30百万円となりました,1.0
14,当社グループの当連結会計年度の経営成績は、売上高は１７０億８２百万円（前年同期比2.3％増）と前年同期と比し増収となったものの、販売費及び一般管理費の上昇の影響から、営業利益は３億８百万円（前年同期比19.2％減）、経常利益は３億６４百万円（前年同期比11.9％減）、と前年同期と比し減益となりました,0.0
418,この結果、当部門の売上高は、202億37百万円（前期比15億83百万円、8.5％増）、営業利益は１億６百万円（前期比18百万円、20.9％増）となりました,1.0
2048,製品別売上高はハンドラ16億82百万円（同55.5％増）、テスタ13億96百万円（同56.4％増）、パーツ等10億16百万円（同12.9％減）となりました,1.0
2566,その一方、医薬・医療用包装材においてインドネシア子会社の売上が加わったことにより、事業全体として増収となりました,1.0
981,当連結会計年度におけるわが国経済は、個人消費の低迷による国内需要の弱さがみられたものの円安による輸出の増加,0.0
1982,事業環境については、緩やかな改善基調となった分野もあったものの、訪日外国人消費の失速や天候不順の影響から、高額品や季節性の衣料・寝具関係などで厳しい分野もあった,0.0
1237,しかしながら、ＩＴ関係の一時的需要が大きく寄与した前年と比べると売上は減少しました,0.0
1780,"売上高は17,164百万円と前連結会計年度に比べ774百万円（4.7％）の増加となりました",1.0
1374,ユニフォーム部門については、前期大口受注のあった民需ユニフォームの反動減に加え、秋冬の官公庁関係の受注落ち込みがあり、売上高は前期を下回った,0.0
463,"ロボット部門の連結売上高は、1,900億43百万円（前期比0.9％増)、全連結売上高に対する構成比は35.4％となりました",1.0
2707,"［不動産セグメント］
　当連結会計年度における不動産セグメントの売上高は、415,387千円（前期比4.9％増）となりました",1.0
2545,"一方で、円高による仕入コスト減少や経費の削減に努めた結果、売上高は1,426百万円（前連結会計年度比6.0％減）、営業利益は49百万円（同91.3％増）となりました",1.0
935,また既設物件のリニューアルにおきましても分譲物件を中心に継続的な提案活動を行ってきたことにより受注が順調に推移するとともに、専任の営業担当を置き受注活動を強化した賃貸住宅への小規模マンション・アパート向けシステムの販売が好調に推移いたしました,1.0
2307,新契約年換算保険料も、定期保険および米ドル建保険の販売が好調であったものの、変額保険および一時払終身保険の販売減少により、781億円（同8.1％減）となりました,0.0
2434,当連結会計年度の当セグメントの業績は、売上高275億１百万円(前年同期比3.5％減)、セグメント利益(営業利益)48億39百万円(同17.7％減)であった,0.0
891,当歯科業界におきましては、デジタル化の進展により市場環境は大きく変化しており、世界規模で企業間競争が激化するなど、引き続き厳しい事業環境が続きました,0.0
2673,経常利益に特別損益、契約者配当準備金繰入額、法人税等合計を加減した当期純利益は、351億円（同5.2％減）となりました,0.0
1279,"しかしながら、当連結会計年度の売上高は、為替の円高による影響もあり、22,305百万円と前年同期比670百万円(2.9%)の減収となりました",0.0
1606,セグメント利益（営業利益）につきましては、経費の微増により59百万円（前年同期比15.5％減）となりました,0.0
2716,経常利益は、事業費が増加したものの、支払備金繰入額の減少や保険引受収益および資産運用収益の増加などにより、49億円（同6.8％増）となりました,1.0
1824,当事業年度の資金運用収支は179億17百万円、役務取引等収支は△15億80百万円、その他業務収支は47億85百万円となりました,1.0
482,当社の主要販売先であります薬局におきましては、市場が飽和しつつある中、昨年４月に実施された調剤報酬及び薬価の改定の影響を受け、大手チェーンのＭ＆Ａ等による規模拡大により業界再編が進む一方、中小薬局を取り巻く環境は厳しさを増しております,0.0
2253,このような状況下におきまして、当連結会計年度の連結業績は、食品部門における玄米の販売数量の減少とその他部門での減収により、売上高は502億13百万円（前期比3.1％減）となりました,0.0
346,この結果、営業利益は１億88百万円増（10.0％増）の20億69百万円となった,1.0
234,国内は、生活用品関連や自動車関連向けの売上が増加しました,1.0
2290,"この結果、当連結会計年度の売上高は、前連結会計年度比1.0％増の4,463億35百万円となりました",1.0
1974,一方、車載分野の実質的な増販が為替調整分を上回ったため、セグメント利益は12億82百万円(同9.6%増)となりました,1.0
1756,三愛プラント工業株式会社においては、堅調な半導体関連向けの需要に支えられ、精密洗浄処理の受注が増加したことから、金属表面処理業の売上高は前期を上回った,1.0
757,"葬儀一件単価は会葬者数減少等の影響により前連結会計年度に比べ減少しましたが、売上高は8,740百万円（前期比8.5％増加）、経費面では新規店舗出店による費用が増加したものの、営業利益は2,623百万円（前期比12.3％増加）となりました",0.0
1129,輸入新車販売につきましては、販売体制の強化や新型車の販売促進効果などにより販売台数が伸長し堅調に推移しました,1.0
2014,ブラジルにおいては、消費者の健康意識向上による低カロリー製品ニーズの高まりに応えるため、昨年７月から乳製品乳酸菌飲料「ヤクルト40ライト」の販売を開始しました,1.0
141,損益面では各セグメントの売上高減少と賃貸部門の粗利率の低下により、営業利益１億８千７百万円（前期比63.0％減）、第三者割当増資に伴う株式交付費３千４百万円等で経常利益１億３千万円（前期比72.8％減）となった,0.0
652,"航空輸入貨物の取扱いは堅調に推移したものの、為替の影響等により、売上高は1,017億円と前連結会計年度に比べ133億円、11.6％の減収となり、営業利益は11億円と前連結会計年度に比べ５億円、33.5％の減益となりました",0.0
2552,ビーズ事業全体としては、販売数量は増加しましたが、製品価格の低下や海外事業の外貨円換算額減少の影響により売上、利益とも減少しました,0.0
543,当連結会計年度における我が国経済は、雇用情勢が高位安定するなか、緩やかな回復基調で推移しました,1.0
2763,北米ではアジア系マーケットにとどまらず、ローカルマーケットへのさらなる浸透を進め、現地通貨ベースでは売上を伸ばしました,1.0
641,"また、スマートデバイス向けアプリ『Pokémon GO』が配信されて以降、過去に発売した『ポケットモンスター』シリーズのソフトウェアも販売を伸ばし、海外ではハードウェアを牽引する動きが見られ、全世界におけるハードウェアの販売台数は727万台(前年同期比7％増)、ソフトウェアの販売本数は5,508万本(前年同期比14％増)となりました",1.0
2722,また、子会社の株式会社アーデンにおきましては、ＯＥＭ製品が好調に推移いたしました,1.0
831,営業利益は、完成工事総利益率が向上したことから、前連結会計年度比24.8％増の359億円（前連結会計年度は288億円）となった,1.0
1677,当社グループは中期経営計画の成長戦略に基づき販売拡大を継続し、海上事業、航空事業ともに取扱いは大幅に増加しました,1.0
1927,利益面では、主たる計測機器事業の増収と生産合理化効果で不動産賃貸事業の減益をカバーできたことで営業利益は微減、経常利益は増加、加えて、前述の賃貸用不動産として所有しておりました狭山市の土地及び建物の売却益を計上したことにより、親会社株主に帰属する当期純利益は平成12年10月の合併以来最高となりました,1.0
1122,一方、新エネルギー関連商品においては、太陽光発電システムの販売価格が引き続き下落したものの、蓄電池・パワーコンディショナ等、周辺機器の拡販に努めました,0.0
1052,情報サービス産業におきましても、企業収益の改善を背景に、情報化投資全体としては緩やかに増加しました,1.0
121,しかし、懸念された中国経済が年度半ば以降公共投資効果で持ち直し、アジア経済全体に波及、商品市況も底を打って、資源国・新興国も復調に転じています,1.0
1023,なお、営業利益は貸与機械の更新のため中古販売を前倒しで実施したことにより、３億円（前年同期比240.1％増）となりました,1.0
1535,当連結会計年度におけるわが国経済は、中国景気の下振れリスクや英国のＥＵ離脱問題に加え、米国の政権交代の影響が懸念されたものの、政府の経済政策や日本銀行の金融政策を背景に企業収益や雇用情勢が改善するなど、緩やかな回復基調が続いた,1.0
768,利益面につきましては、研究開発費を増加させたことにより、営業利益は27億７千５百万円（同8.9％減）、経常利益は27億９千万円（同18.6％減）となりました,0.0
483,当社グループが展開している営業エリアにおいて、一部で墓じまいの動きが見られる等、埋葬意識の多様化が進んだこと等により墓石需要の低迷が継続しました,0.0
688,工業製品については、ふっ素樹脂製品、環境製品等の需要が堅調に推移したため、売上高は前連結会計年度に対し1.3％増の413億85百万円となりました,1.0
1983,しかしながら、昨年４月の薬価改定により、当社製品の薬価が大きく引き下げられており、苦戦を強いられました,0.0
1212,アルコール測定器の販売は好調に推移いたしました,1.0
841,小学校・中学校市場では、PC教室を主体としたICTの利活用から普通教室におけるタブレット端末等の利活用へと広がる中で、2020年の新学習指導要領の実施まで時間的な猶予があることから、環境整備の進捗はやや足踏み傾向にあり、結果として、受注額は前年同期比で減少を示しました,0.0
326,いっぽう、個人消費については前年同月を下回る動きが続くなど、先行きは不透明感が残る状況となっております,0.0
1840,一方、海外においては、新興国経済の減速、米国新政権の政策の不確実性などの影響が懸念され、景気の先行きについては、依然として不透明な状況が続いております,0.0
672,売上高は74億43百万円（前年度比３億89百万円の減収）、営業利益は８億38百万円（前年度比93百万円の減益）となりました,0.0
1771,鳥取県経済を見ますと、企業収益は堅調に推移し、生産活動の持ち直しの動きや雇用情勢の着実な改善が続いたほか、公共工事や住宅投資も前年度を上回って推移しました,1.0
1549,米国では原油安等を背景に主に中大型車販売が増加し、中国では小型車減税政策等が販売台数を押し上げました,1.0
1482,"利益面においては、営業利益は37,281百万円（前期比6.9％減)、経常利益は49,370百万円（前期比2.5％減)、親会社株主に帰属する当期純利益は30,154百万円（前期比4.5％増）となりました",0.0
1431,"その一方で、有料音楽配信の販売金額は、52,886百万円（前年同期比12.3%増）と、３年連続で増加しております（出所：いずれも一般社団法人日本レコード協会）",1.0
2601,"その結果、部門全体の売上高は1,694億円（前期比15.0％減）、営業利益は164億円（前期比19.6％減）となった",0.0
989,当期利益（親会社の所有者に帰属）については、持分法による投資損益の良化等により、前連結会計年度を39億円（40.2％）上回る136億円となりました,1.0
748,中国およびその他のアジアにおいては、期の終わりごろから回復傾向が見られるようになりました,1.0
2700,また、酒類販売に依存度の高い業態においては、社会全般的に酒類の消費が減退傾向を強める状況に加え、食事性の高い業態による付加価値としての酒類販売強化や、酒類消費の中食化の進行など業界内外に多くの競争を強いられております,0.0
1866,海外旅行は、主力商品の「ANAハローツアー」において、重点的に販売強化に取り組んだハワイとオセアニア方面の取扱高は堅調に推移したものの、テロの影響が残る欧州方面の取扱高の落ち込みが大きく、売上高は前期を下回った,0.0
675,水素事業については、液化水素の販売数量が既存顧客向け需要増や新規顧客の獲得により増加しました,1.0
1875,"電力・機器用及び応用機器は、装置品の売上が堅調に推移したものの、主として電力・機器用コンデンサの売上が減少したことなどにより11,434百万円と前期比3.5％の減収となりました",0.0
135,"当セグメントにつきましては、為替及び銅価下落の影響を受けたものの、情報通信事業部門の好調や品種構成の改善等により、売上高は前年度比4.6％減の3,496億円（当社単独ベースの受注高は前年度比5.0％減の1,869億円）、営業利益は同42.3％増の203億円となりました",0.0
2218,産業機器は、売上は、空気予熱機関連が増加したものの、製鉄関連が減少し、全体ではやや減少いたしました,0.0
64,また、欧州、アジア・オセアニアでは引き続き市場が拡大しており、各地域で売上は順調に推移いたしました,1.0
1548,ゴルフパック利用が減少したものの、地元圏の集客は堅調に推移し、利用人員は58千人（前期比０千人、1.1％減）となりました,0.0
2019,海外では、中国現地法人で経済成長率の鈍化により前半売り上げが低迷しましたが、自動車市場で後半に受注の回復がみられました,0.0
1451,"これらの結果、国内人材募集領域における売上高は2,666億円（前連結会計年度比4.2％増）となりました",1.0
2311,住宅産業につきましては、所得環境の改善に加え、日銀によるマイナス金利政策を受けた住宅ローン金利の低下などを背景に、新築住宅着工戸数は前年度に比べ増加いたしました,1.0
1948,中国においては需要の伸びが顕著でした,1.0
2589,受注高は92億11百万円（前年同期比16.6％増）、売上高は68億40百万円（同14.5％減）、セグメント利益は14億43百万円（同12.9％減）となりました,0.0
1038,建設投資につきましては、公共投資は下げ止まりが見られ、国内の民間設備投資は先行きの不透明感から横ばいに推移しております,1.0
502,当連結会計年度では、レコード会社の公式販売サイトにおいて、一部アーティストの需要の高まりが見られ、販売が好調に推移いたしました,1.0
899,中国はスマートフォンの電子基板向けにEXEシリーズが採用され、売上が拡大し、ヨーロッパも堅調に推移いたしました,1.0
2115,また住宅市場では、セキュリティニーズの高まりと積極的な営業活動が、大型プロジェクト物件の受注や新型集合住宅向けシステムの好調な販売につながり、売上の増加に寄与しました,1.0
1784,経常利益は、生命保険事業および銀行事業において減少、損害保険事業において増加した結果、663億円（同6.7％減）となりました,0.0
1567,卸売部門につきましては、電力会社向け販売数量は増加したものの販売価格が下落するなど弱含みにて推移,0.0
422,当連結会計年度におけるわが国経済は、企業収益や雇用・所得環境が改善し、個人消費も持ち直しつつあり総じて回復基調となりました,1.0
2078,"これに加え、「ＪＲ新宿ミライナタワー」(東京)、「ＮＥＷｏＭａｎ(第１期)」(東京)および「エスパル仙台東館」(宮城)の開業による増収などにより、売上高は前期比4.8％増の280,564百万円となり、営業利益は前期比4.8％増の75,032百万円となりました",1.0
850,当連結会計年度は、雇用関連指標が年度を通じて高水準で推移し、それに伴う慢性的な人手不足から、需要は堅調に推移いたしました,1.0
1656,売上総利益の減少に加え、販売費及び一般管理費においては、販売促進強化の目的から見積の為の費用が増加したこと等により前年同期比97百万円増加し、営業利益は前年同期比27.3％減の363百万円、経常利益は前年同期比28.6％減の360百万円、当期純利益は前年同期比21.2％減の251百万円となりました,0.0
536,また、昨年10月より実施したリブランディング戦略は、「かっぱ寿司」ブランドのお客様認知度の向上や客単価の上昇などの点において一時的な効果はあったものの、広告宣伝費や販売促進費等の投資を回収するための収益の改善には繋がらず費用が先行したことにより利益を圧迫する要因となりました,1.0
852,この結果、当連結会計年度における当該事業分野の業績は、売上高は215億60百万円（前年同期比75.0％増）、営業利益は10億８百万円（前年同期比115.6％増）となりました,1.0
271,カーナビゲーションシステムは、北米で増加しましたが、国内や新興国で減少したことから減収となりました,0.0
1714,また、運営現場の効率化により、業務時間の大幅な短縮を図るなど運営コスト削減に努めた結果、収益を大きく改善することができました,1.0
1025,オンコロジー領域では、「ハラヴェン」が77億63百万円(同14.2％増)、「レンビマ」が27億15百万円(同75.5％増)と高い成長を果たしました,1.0
600,リスク管理債権額につきましては、再生支援活動を通じたランクアップや直接償却ならびに債権売却によるオフバランス化を実施する等減少に努めました結果、前年同期比25億円減少し、３月末残高は816億円になりました,1.0
2359,合成繊維原料も、車両部材向け原料など一部の高付加価値品を除いて、需要が伸び悩みました,0.0
2590,欧州では、消費を中心とした緩やかな回復基調が持続しました,1.0
1290,これにより、顧客のニーズに沿ったメニュー開発・提案への注力がより効果的に行われ、市場開拓が更に促進されたことにより、大きく売上を伸ばしました,1.0
597,この結果、当連結会計年度の売上高は、石炭部門における販売数量の増加により361億77百万円（前期比４億９百万円、1.1％増）となりましたものの、スパリゾートハワイアンズの日帰り及び宿泊の利用者数減少や利用単価の,1.0
2363,"有価証券含み益(※2)は、１兆6,449億円（前年度末比6,262億円減）となりました",0.0
924,米国では企業業績や個人消費が堅調に推移し、景気は緩やかに回復しました,1.0
2122,秋物に続いてレディスのアウターをはじめとする防寒衣料、さらには春物の初期需要も弱含みで推移するなど、年度を通して低迷を抜け出すことができませんでした,0.0
1370,輸入は、消費マインドに力強さを欠き低調な荷動きとなりました,0.0
369,営業利益は、オペレーションの高質化・効率化に加え、EAファーマ株式取得に伴う一時収益(割安購入益)計上、ならびに共同研究開発テーマの進捗に応じたマイルストンペイメント受領により、590億64百万円(前期比13.7％増)となりました,1.0
2635,ＩＣＴ（情報通信技術）関連用途を中心とする機能性ポリマーは、販売は堅調に推移したものの、円高の影響を受けました,1.0
109,わが国経済は、雇用情勢の改善や鉱工業生産の持ち直し等により緩やかな回復傾向で推移しました,1.0
2004,売上高は前連結会計年度比6%減少の590億99百万円となり、営業損益は前連結会計年度比２億71百万円減少の20億64百万円となりました,0.0
2216,ロボドリル（小型切削加工機）につきましては、自動車、二輪車の部品加工向けの販売が堅調に推移し、また、第４四半期からＩＴ関係の一時的需要が動き始めました,1.0
76,この結果、報告セグメントにおける低温事業の売上高は、前期比3.3％増の617億94百万円となり、セグメント利益は、前期比170.2％増の19億33百万円となりました,1.0
2549,当連結会計年度におけるわが国経済は、政府の各種政策により雇用・所得環境の改善が続き、企業収益も改善の動きがみられ、景気は緩やかな回復の動きが続いているものの、海外各国の政治不安や経済情勢、金融市場の変動などが日本経済に影響を及ぼしかねない状況で推移いたしました,1.0
918,後半は個人消費の回復に懸念が残るものの、海外経済の改善を背景として、生産・輸出・設備投資を中心に景気は緩やかな回復基調を辿りました,1.0
137,惣菜その他加工品部門につきましては、ハンバーグ類や簡便性を重視した惣菜商品の新商品の売上が好調に推移したため、売上高は増加しました,1.0
2367,経常収益は、有価証券利息配当金が減少したものの、好調な住宅ローン残高の積み上がりにともない貸出金利息が増加したことにより、385億円（前年度比1.5％増）となりました,1.0
2689,「その他の営業収入」は、連結子会社における手数料収入や不動産賃貸収入を中心に、７億43百万円（前期比39.2％）となりました,0.0
514,木材事業では、為替の変動に伴う競争の激化から、輸入木材は厳しい販売状況が続きました,0.0
1837,"受注工事高は、前連結会計年度比503百万円増の144,007百万円となりました",1.0
2208,一般包材は、国内では、上期に災害の影響による自動車・光学製品向け梱包材需要の減少の影響を受け、売上は減少しました,0.0
2426,その結果、業務純益は46億円（同20.4％減）となりました,0.0
558,ユニットバス天井材に使用されているハイブリッド成形品「スーパーブロー」の売上は減少しました,0.0
2284,"売上高は前連結会計年度比1%減少の1,184億62百万円となり、営業損益は前連結会計年度比17億49百万円減少の80億30百万円となりました",0.0
1820,欧州経済は、英国のEU離脱採択の影響は限定的であったことなどにより、景気は回復基調となりました,1.0
119,この結果、当部門の売上高は15億７百万円（前期比２億71百万円、15.3％減）、売上減及び円高の影響等により,0.0
1185,また、家賃決済をはじめとするペイメント関連商品においても、新規提携先の拡大及び大手取引先の安定的な取扱い拡大により順調に推移いたしました,1.0
1061,"当期の業績は、売上高8,085億円（対前期△0.9％）、営業利益732億円（同＋6.5％）、経常利益636億円（同＋12.9％）、親会社株主に帰属する当期純利益315億円（同＋9.7％）となりました",1.0
2437,経常利益は、営業外収益に受取利息１億82百万円を計上したものの、営業外費用に為替差損１億53百万円及び支払利息１億64百万円を計上したことなどにより、９億59百万円と前年同期比４億20百万円（30.5%）の減益となりました,0.0
454,しょうゆは、家庭用分野では「いつでも新鮮」シリーズが「新鮮な生しょうゆのおいしさ」、「鮮度維持」、「使いやすさ」という付加価値が市場に浸透し、商品ラインアップ、店頭販促やテレビ広告も強化した結果、順調に拡大を続けており、部門全体で数量、金額ともに前期を上回りました,1.0
138,また、経常利益は14億76百万円(同19.3％増)、親会社に帰属する当期純利益は、当連結会計年度の業績および今後の業績動向を踏まえ回収可能性がある部分について繰延税金資産を計上した結果、15億42百万円(同13.0％増)と上場来最高となりました,1.0
648,発電事業に関しましては、ほぼ計画どおり順調に進捗いたしました,1.0
2617,耐熱鋳造部品は、米国・アジア向けが大きく伸長し、前年同期を上回りました,1.0
1093,自動車用鋳物については、北米において、ピックアップトラック向けは高水準を維持しましたが、新興国経済の減速や穀物・原油価格が低調に推移した影響等を受け、農業機械・建設機械向けの需要が減少したため、全体としては前年同期と比較して減少しました,0.0
1526,当連結会計年度における我が国の経済は、雇用及び所得環境の改善が続くなかで、個人消費も総じて持ち直しに向かうなど、一部にこそ遅れは見られるものの、緩やかな回復基調にあります,1.0
2320,これは、原価管理の徹底や作業効率の向上等利益率改善に努めましたものの、減収に加え、退職給付に係る数理計算上の差異償却額の増加等が影響したことによるものであります,0.0
242,アメリカの販売子会社であるアイホンコーポレーションにおきましては、業務市場におきまして官公庁施設に対するテレビドアホン等の納入が継続し、販売が増加いたしました,1.0
398,"利益につきましては、営業活動に係る利益は固定資産減損損失の減少等により、前連結会計年度（829億円）を507億円（61.1％）上回る1,336億円となりました",1.0
2522,当部門の連結取扱高は、１兆785億73百万円（前期比7.6％増）となりました,1.0
1713,その結果、売上高は127億２千７百万円となり、前連結会計年度に比べて35.3％の減収となりました,0.0
2402,電炉業界は、建設向けをはじめとした鋼材需要が期後半より回復基調で推移したため、粗鋼生産量は前期を上回りました,1.0
2223,"なお、当連結会計年度の生産量は、ブナピーを含めブナシメジ42,602ｔ（同5.5％増）、エリンギ19,250ｔ（同0.2％減）、マイタケ14,281ｔ（同4.3％増）となりました",1.0
1496,"これらの結果、倉庫業の営業収益は5,944,066千円（前期比4.5％増）、セグメント利益（営業利益）は812,572千円（前期比0.8％増）となりました",1.0
728,米州経済は、雇用・所得環境が着実に改善し、個人消費を中心として回復傾向にありますが、大手スポーツチェーン店の閉鎖が発生する等、スポーツ・アウトドア市場は依然厳しい状況が続いております,1.0
